pub_time(ms) sub_time(ms) delay(ms) utmX(m) utmY(m) heading(rad) velocity(m/s) cellid(db) sinr(db) rsrp(db)
1721642269447 1721642269469 22 328974.820000 3463461.570000 2.526364 7.720000 5C4225714 6 -69 
1721642269519 1721642269540 21 328974.310000 3463461.940000 2.537272 7.720000 5C4225714 6 -69 
1721642269574 1721642269598 24 328973.930000 3463462.210000 2.537272 7.740000 5C4225714 6 -69 
1721642269601 1721642269622 21 328973.680000 3463462.380000 2.537272 7.780000 5C4225714 6 -69 
1721642269624 1721642269642 18 328973.680000 3463462.380000 2.537272 7.780000 5C4225714 6 -69 
1721642269644 1721642269664 20 328973.680000 3463462.380000 2.537272 7.780000 5C4225714 6 -69 
1721642269659 1721642269681 22 328973.290000 3463462.650000 2.537272 7.780000 5C4225714 6 -69 
1721642269761 1721642269777 16 328972.590000 3463463.140000 2.550581 7.800000 5C4225714 6 -69 
1721642269779 1721642269796 17 328972.590000 3463463.140000 2.550581 7.800000 5C4225714 6 -69 
1721642269794 1721642269813 19 328972.390000 3463463.270000 2.550581 7.820000 5C4225714 6 -69 
1721642269842 1721642269865 23 328971.870000 3463463.620000 2.557780 7.860000 5C4225714 6 -69 
1721642269922 1721642269939 17 328971.800000 3463463.660000 2.557780 7.880000 5C4225714 6 -69 
1721642269970 1721642269993 23 328971.420000 3463463.930000 2.557780 7.880000 5C4225714 6 -69 
1721642270053 1721642270071 18 328971.090000 3463464.150000 2.557780 7.880000 5C4225714 6 -69 
1721642270176 1721642270196 20 328969.960000 3463464.890000 2.567597 7.900000 5C4225714 6 -68 
1721642270227 1721642270250 23 328969.620000 3463465.090000 2.567597 7.900000 5C4225714 6 -68 
1721642270306 1721642270322 16 328969.410000 3463465.220000 2.567597 7.900000 5C4225714 6 -68 
1721642270355 1721642270379 24 328968.530000 3463465.770000 2.585487 7.980000 5C4225714 6 -68 
1721642270471 1721642270488 17 328967.980000 3463466.100000 2.585487 8.000000 5C4225714 6 -68 
1721642270548 1721642270568 20 328967.700000 3463466.260000 2.595305 8.000000 5C4225714 6 -68 
1721642270600 1721642270623 23 328967.220000 3463466.550000 2.595305 8.020000 5C4225714 6 -68 
